#Data tag : v2 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(hz/ub),recorded(hz/ub),avgpu,source
305814:6343,574:574,10/28/17 09:27:08,STABLE BEAMS,6500,14216.032,13637.642,54.2,HFET
305814:6343,575:575,10/28/17 09:27:31,STABLE BEAMS,6500,14231.449,13653.290,54.2,HFET
305814:6343,576:576,10/28/17 09:27:54,STABLE BEAMS,6500,14185.789,13624.952,54.2,HFET
305814:6343,577:577,10/28/17 09:28:18,STABLE BEAMS,6500,14184.259,13627.403,54.1,HFET
305814:6343,578:578,10/28/17 09:28:41,STABLE BEAMS,6500,14183.295,13630.191,54.0,HFET
305814:6343,579:579,10/28/17 09:29:04,STABLE BEAMS,6500,14153.600,12354.929,54.0,HFET
305814:6343,580:580,10/28/17 09:29:28,STABLE BEAMS,6500,14143.724,12049.215,53.9,HFET
305814:6343,581:581,10/28/17 09:29:51,STABLE BEAMS,6500,14125.133,13594.589,53.9,HFET
305814:6343,582:582,10/28/17 09:30:14,STABLE BEAMS,6500,14127.885,13575.257,53.8,HFET
305814:6343,583:583,10/28/17 09:30:38,STABLE BEAMS,6500,14131.306,13590.639,53.9,HFET
305814:6343,584:584,10/28/17 09:31:01,STABLE BEAMS,6500,14146.896,12388.734,53.9,HFET
305814:6343,585:585,10/28/17 09:31:24,STABLE BEAMS,6500,14119.208,13561.961,53.9,HFET
305814:6343,586:586,10/28/17 09:31:47,STABLE BEAMS,6500,14105.470,13556.574,53.8,HFET
305814:6343,587:587,10/28/17 09:32:11,STABLE BEAMS,6500,14109.054,13578.969,53.8,HFET
305814:6343,588:588,10/28/17 09:32:34,STABLE BEAMS,6500,14084.736,13542.252,53.8,HFET
305814:6343,589:589,10/28/17 09:32:57,STABLE BEAMS,6500,14081.498,13560.046,53.7,HFET
305814:6343,590:590,10/28/17 09:33:21,STABLE BEAMS,6500,14059.246,13547.725,53.6,HFET
305814:6343,591:591,10/28/17 09:33:44,STABLE BEAMS,6500,14051.955,13543.625,53.6,HFET
305814:6343,592:592,10/28/17 09:34:07,STABLE BEAMS,6500,14034.591,13524.826,53.5,HFET
305814:6343,593:593,10/28/17 09:34:31,STABLE BEAMS,6500,14033.051,13322.152,53.5,HFET
305814:6343,594:594,10/28/17 09:34:54,STABLE BEAMS,6500,14017.383,13529.291,53.5,HFET
305814:6343,595:595,10/28/17 09:35:17,STABLE BEAMS,6500,14004.690,13524.514,53.3,HFET
305814:6343,596:596,10/28/17 09:35:41,STABLE BEAMS,6500,13992.379,13516.503,53.4,HFET
305814:6343,597:597,10/28/17 09:36:04,STABLE BEAMS,6500,13974.009,13504.824,53.3,HFET
305814:6343,598:598,10/28/17 09:36:27,STABLE BEAMS,6500,13968.430,8746.703,53.2,HFET
305814:6343,599:599,10/28/17 09:36:51,STABLE BEAMS,6500,13962.947,4126.233,53.3,HFET
305814:6343,600:600,10/28/17 09:37:14,STABLE BEAMS,6500,13952.386,13447.931,53.2,HFET
305814:6343,601:601,10/28/17 09:37:37,STABLE BEAMS,6500,13945.391,13442.776,53.2,HFET
305814:6343,602:602,10/28/17 09:38:00,STABLE BEAMS,6500,13945.532,13443.471,53.1,HFET
305814:6343,603:603,10/28/17 09:38:24,STABLE BEAMS,6500,13932.533,13241.471,53.2,HFET
305814:6343,604:604,10/28/17 09:38:47,STABLE BEAMS,6500,13918.394,13382.841,53.1,HFET
305814:6343,605:605,10/28/17 09:39:10,STABLE BEAMS,6500,13920.963,13423.947,53.1,HFET
305814:6343,606:606,10/28/17 09:39:34,STABLE BEAMS,6500,13894.221,11015.192,53.1,HFET
305814:6343,607:607,10/28/17 09:39:57,STABLE BEAMS,6500,13890.058,3310.791,52.9,HFET
305814:6343,608:608,10/28/17 09:40:20,STABLE BEAMS,6500,13875.722,13436.594,52.9,HFET
305814:6343,609:609,10/28/17 09:40:44,STABLE BEAMS,6500,13865.567,13413.528,52.9,HFET
305814:6343,610:610,10/28/17 09:41:07,STABLE BEAMS,6500,13833.982,13405.029,52.8,HFET
305814:6343,611:611,10/28/17 09:41:30,STABLE BEAMS,6500,13842.416,13411.205,52.7,HFET
305814:6343,612:612,10/28/17 09:41:54,STABLE BEAMS,6500,13844.994,13412.673,52.9,HFET
305814:6343,613:613,10/28/17 09:42:17,STABLE BEAMS,6500,13821.395,13376.296,52.7,HFET
305814:6343,614:614,10/28/17 09:42:40,STABLE BEAMS,6500,13827.269,13405.075,52.7,HFET
305814:6343,615:615,10/28/17 09:43:04,STABLE BEAMS,6500,13796.821,13373.348,52.7,HFET
305814:6343,616:616,10/28/17 09:43:27,STABLE BEAMS,6500,13786.371,13373.766,52.6,HFET
305814:6343,617:617,10/28/17 09:43:50,STABLE BEAMS,6500,13778.980,13351.802,52.5,HFET
305814:6343,618:618,10/28/17 09:44:13,STABLE BEAMS,6500,13767.217,13326.052,52.5,HFET
305814:6343,619:619,10/28/17 09:44:37,STABLE BEAMS,6500,13754.925,13316.586,52.5,HFET
305814:6343,620:620,10/28/17 09:45:00,STABLE BEAMS,6500,13749.611,13312.452,52.4,HFET
305814:6343,621:621,10/28/17 09:45:23,STABLE BEAMS,6500,13733.323,13309.124,52.4,HFET
305814:6343,622:622,10/28/17 09:45:47,STABLE BEAMS,6500,13718.984,13290.668,52.3,HFET
305814:6343,623:623,10/28/17 09:46:10,STABLE BEAMS,6500,13713.379,13093.082,52.3,HFET
305814:6343,624:624,10/28/17 09:46:33,STABLE BEAMS,6500,13697.214,13092.390,52.3,HFET
305814:6343,625:625,10/28/17 09:46:57,STABLE BEAMS,6500,13682.161,13264.188,52.1,HFET
305814:6343,626:626,10/28/17 09:47:20,STABLE BEAMS,6500,13678.239,13264.938,52.2,HFET
305814:6343,627:627,10/28/17 09:47:43,STABLE BEAMS,6500,13669.902,13257.459,52.2,HFET
305814:6343,628:628,10/28/17 09:48:07,STABLE BEAMS,6500,13649.679,13026.715,52.0,HFET
305814:6343,629:629,10/28/17 09:48:30,STABLE BEAMS,6500,13640.382,13066.440,52.0,HFET
305814:6343,630:630,10/28/17 09:48:53,STABLE BEAMS,6500,13633.521,13192.932,52.0,HFET
305814:6343,631:631,10/28/17 09:49:16,STABLE BEAMS,6500,13620.002,13222.741,51.9,HFET
305814:6343,632:632,10/28/17 09:49:40,STABLE BEAMS,6500,13620.567,13214.105,51.9,HFET
305814:6343,633:633,10/28/17 09:50:03,STABLE BEAMS,6500,13605.618,12979.604,51.9,HFET
305814:6343,634:634,10/28/17 09:50:26,STABLE BEAMS,6500,13598.708,13197.891,51.9,HFET
305814:6343,635:635,10/28/17 09:50:50,STABLE BEAMS,6500,13586.305,13169.474,51.8,HFET
305814:6343,636:636,10/28/17 09:51:13,STABLE BEAMS,6500,13580.769,13183.253,51.8,HFET
305814:6343,637:637,10/28/17 09:51:36,STABLE BEAMS,6500,13569.102,13158.393,51.7,HFET
305814:6343,638:638,10/28/17 09:52:00,STABLE BEAMS,6500,13565.301,13163.932,51.7,HFET
305814:6343,639:639,10/28/17 09:52:23,STABLE BEAMS,6500,13554.667,13177.669,51.7,HFET
305814:6343,640:640,10/28/17 09:52:46,STABLE BEAMS,6500,13544.718,13172.516,51.7,HFET
305814:6343,641:641,10/28/17 09:53:10,STABLE BEAMS,6500,13518.365,13126.360,51.6,HFET
305814:6343,642:642,10/28/17 09:53:33,STABLE BEAMS,6500,13529.751,13157.027,51.6,HFET
305814:6343,643:643,10/28/17 09:53:56,STABLE BEAMS,6500,13507.608,12952.709,51.5,HFET
305814:6343,644:644,10/28/17 09:54:20,STABLE BEAMS,6500,13497.796,13127.532,51.5,HFET
305814:6343,645:645,10/28/17 09:54:43,STABLE BEAMS,6500,13489.190,13121.366,51.4,HFET
305814:6343,646:646,10/28/17 09:55:06,STABLE BEAMS,6500,13435.619,13078.981,51.4,HFET
305814:6343,647:647,10/28/17 09:55:29,STABLE BEAMS,6500,13486.395,13120.473,51.4,HFET
305814:6343,648:648,10/28/17 09:55:53,STABLE BEAMS,6500,13466.515,13105.906,51.3,HFET
305814:6343,649:649,10/28/17 09:56:16,STABLE BEAMS,6500,13461.626,13103.907,51.4,HFET
305814:6343,650:650,10/28/17 09:56:39,STABLE BEAMS,6500,13429.974,13066.435,51.2,HFET
305814:6343,651:651,10/28/17 09:57:03,STABLE BEAMS,6500,13426.843,12605.096,51.2,HFET
305814:6343,652:652,10/28/17 09:57:26,STABLE BEAMS,6500,13415.548,12599.396,51.2,HFET
305814:6343,653:653,10/28/17 09:57:49,STABLE BEAMS,6500,13407.278,12607.198,51.1,HFET
305814:6343,654:654,10/28/17 09:58:13,STABLE BEAMS,6500,13399.094,12620.920,51.1,HFET
305814:6343,655:655,10/28/17 09:58:36,STABLE BEAMS,6500,13381.999,12611.838,51.0,HFET
305814:6343,656:656,10/28/17 09:58:59,STABLE BEAMS,6500,13371.148,12613.827,51.0,HFET
305814:6343,657:657,10/28/17 09:59:23,STABLE BEAMS,6500,13361.328,12611.003,50.9,HFET
305814:6343,658:658,10/28/17 09:59:46,STABLE BEAMS,6500,13352.460,12609.824,50.9,HFET
305814:6343,659:659,10/28/17 10:00:09,STABLE BEAMS,6500,13347.557,12574.262,50.9,HFET
305814:6343,660:660,10/28/17 10:00:32,STABLE BEAMS,6500,13331.495,12536.963,50.9,HFET
305814:6343,661:661,10/28/17 10:00:56,STABLE BEAMS,6500,13317.271,12538.504,50.8,HFET
305814:6343,662:662,10/28/17 10:01:19,STABLE BEAMS,6500,13309.507,12528.837,50.8,HFET
305814:6343,663:663,10/28/17 10:01:42,STABLE BEAMS,6500,13306.308,12528.059,50.7,HFET
305814:6343,664:664,10/28/17 10:02:06,STABLE BEAMS,6500,13271.218,12518.320,50.7,HFET
305814:6343,665:665,10/28/17 10:02:29,STABLE BEAMS,6500,13221.632,12515.496,50.4,HFET
305814:6343,666:666,10/28/17 10:02:52,STABLE BEAMS,6500,13242.870,12525.309,50.4,HFET
305814:6343,667:667,10/28/17 10:03:16,STABLE BEAMS,6500,13253.784,12537.825,50.6,HFET
305814:6343,668:668,10/28/17 10:03:39,STABLE BEAMS,6500,13244.038,12543.179,50.5,HFET
305814:6343,669:669,10/28/17 10:04:02,STABLE BEAMS,6500,13245.055,12546.120,50.5,HFET
305814:6343,670:670,10/28/17 10:04:26,STABLE BEAMS,6500,13229.770,12535.392,50.5,HFET
305814:6343,671:671,10/28/17 10:04:49,STABLE BEAMS,6500,13210.232,12548.687,50.4,HFET
305814:6343,672:672,10/28/17 10:05:12,STABLE BEAMS,6500,13207.308,12359.144,50.4,HFET
305814:6343,673:673,10/28/17 10:05:36,STABLE BEAMS,6500,13196.309,12513.150,50.3,HFET
305814:6343,674:674,10/28/17 10:05:59,STABLE BEAMS,6500,13184.246,12509.311,50.3,HFET
305814:6343,675:675,10/28/17 10:06:22,STABLE BEAMS,6500,13173.414,12477.185,50.2,HFET
305814:6343,676:676,10/28/17 10:06:45,STABLE BEAMS,6500,13165.625,12491.239,50.2,HFET
305814:6343,677:677,10/28/17 10:07:09,STABLE BEAMS,6500,13155.955,12491.600,50.2,HFET
305814:6343,678:678,10/28/17 10:07:32,STABLE BEAMS,6500,13146.941,12471.721,50.1,HFET
305814:6343,679:679,10/28/17 10:07:55,STABLE BEAMS,6500,13140.133,12485.204,50.1,HFET
305814:6343,680:680,10/28/17 10:08:19,STABLE BEAMS,6500,13131.712,12478.553,50.1,HFET
305814:6343,681:681,10/28/17 10:08:42,STABLE BEAMS,6500,13123.060,12487.559,50.0,HFET
305814:6343,682:682,10/28/17 10:09:05,STABLE BEAMS,6500,13115.878,12478.030,50.0,HFET
305814:6343,683:683,10/28/17 10:09:29,STABLE BEAMS,6500,13104.648,12460.798,50.0,HFET
305814:6343,684:684,10/28/17 10:09:52,STABLE BEAMS,6500,13090.575,12487.570,49.9,HFET
305814:6343,685:685,10/28/17 10:10:15,STABLE BEAMS,6500,13046.573,12459.855,49.7,HFET
305814:6343,686:686,10/28/17 10:10:39,STABLE BEAMS,6500,13090.273,12495.577,50.0,HFET
305814:6343,687:687,10/28/17 10:11:02,STABLE BEAMS,6500,13073.937,12513.418,49.8,HFET
305814:6343,688:688,10/28/17 10:11:25,STABLE BEAMS,6500,13071.532,12513.720,49.9,HFET
305814:6343,689:689,10/28/17 10:11:48,STABLE BEAMS,6500,13032.456,12135.953,49.7,HFET
305814:6343,690:690,10/28/17 10:12:12,STABLE BEAMS,6500,13033.321,12498.057,49.7,HFET
305814:6343,691:691,10/28/17 10:12:35,STABLE BEAMS,6500,13026.344,12492.646,49.7,HFET
305814:6343,692:692,10/28/17 10:12:58,STABLE BEAMS,6500,13020.327,12488.064,49.6,HFET
305814:6343,693:693,10/28/17 10:13:22,STABLE BEAMS,6500,13015.979,12420.833,49.6,HFET
305814:6343,694:694,10/28/17 10:13:45,STABLE BEAMS,6500,13000.420,12430.914,49.6,HFET
305814:6343,695:695,10/28/17 10:14:08,STABLE BEAMS,6500,12986.292,12468.363,49.5,HFET
305814:6343,696:696,10/28/17 10:14:32,STABLE BEAMS,6500,12978.444,12472.808,49.5,HFET
305814:6343,697:697,10/28/17 10:14:55,STABLE BEAMS,6500,12967.867,12470.473,49.5,HFET
305814:6343,698:698,10/28/17 10:15:18,STABLE BEAMS,6500,12962.207,12264.426,49.4,HFET
305814:6343,699:699,10/28/17 10:15:42,STABLE BEAMS,6500,12909.539,12235.706,49.3,HFET
305814:6343,700:700,10/28/17 10:16:05,STABLE BEAMS,6500,12951.012,12273.025,49.4,HFET
305814:6343,701:701,10/28/17 10:16:28,STABLE BEAMS,6500,12937.086,12261.126,49.3,HFET
305814:6343,702:702,10/28/17 10:16:52,STABLE BEAMS,6500,12914.535,12425.900,49.3,HFET
305814:6343,703:703,10/28/17 10:17:15,STABLE BEAMS,6500,12915.921,12423.284,49.2,HFET
305814:6343,704:704,10/28/17 10:17:38,STABLE BEAMS,6500,12901.469,12417.586,49.3,HFET
305814:6343,705:705,10/28/17 10:18:02,STABLE BEAMS,6500,12883.050,12407.024,49.1,HFET
305814:6343,706:706,10/28/17 10:18:25,STABLE BEAMS,6500,12881.511,4879.644,49.2,HFET
305814:6343,707:707,10/28/17 10:18:48,STABLE BEAMS,6500,12867.950,9720.742,49.0,HFET
305814:6343,708:708,10/28/17 10:19:11,STABLE BEAMS,6500,12862.166,12394.140,49.1,HFET
305814:6343,709:709,10/28/17 10:19:35,STABLE BEAMS,6500,12853.448,12396.124,49.0,HFET
305814:6343,710:710,10/28/17 10:19:58,STABLE BEAMS,6500,12844.775,12383.619,49.0,HFET
305814:6343,711:711,10/28/17 10:20:21,STABLE BEAMS,6500,12829.677,12195.738,48.9,HFET
305814:6343,712:712,10/28/17 10:20:45,STABLE BEAMS,6500,12797.219,12341.426,48.9,HFET
305814:6343,713:713,10/28/17 10:21:08,STABLE BEAMS,6500,12804.320,12356.544,48.8,HFET
305814:6343,714:714,10/28/17 10:21:31,STABLE BEAMS,6500,12802.197,12366.548,48.8,HFET
305814:6343,715:715,10/28/17 10:21:55,STABLE BEAMS,6500,12789.904,12351.272,48.8,HFET
305814:6343,716:716,10/28/17 10:22:18,STABLE BEAMS,6500,12629.846,12208.423,48.7,HFET
305814:6343,717:717,10/28/17 10:22:41,STABLE BEAMS,6500,12446.556,12059.446,46.2,HFET
305814:6343,718:718,10/28/17 10:23:04,STABLE BEAMS,6500,12370.562,12009.604,45.7,HFET
305814:6343,719:719,10/28/17 10:23:28,STABLE BEAMS,6500,11726.258,11395.502,42.7,HFET
305814:6343,720:720,10/28/17 10:23:51,STABLE BEAMS,6500,12349.407,11971.726,48.6,HFET
305814:6343,721:721,10/28/17 10:24:14,STABLE BEAMS,6500,12742.518,12269.930,48.6,HFET
305814:6343,722:722,10/28/17 10:24:38,STABLE BEAMS,6500,12790.095,12308.101,48.7,HFET
305814:6343,723:723,10/28/17 10:25:01,STABLE BEAMS,6500,12764.781,12295.606,48.7,HFET
305814:6343,724:724,10/28/17 10:25:24,STABLE BEAMS,6500,12756.751,12289.433,48.6,HFET
305814:6343,725:725,10/28/17 10:25:48,STABLE BEAMS,6500,12749.702,12290.659,48.6,HFET
305814:6343,726:726,10/28/17 10:26:11,STABLE BEAMS,6500,12744.022,12301.741,48.6,HFET
305814:6343,727:727,10/28/17 10:26:34,STABLE BEAMS,6500,12733.688,12142.444,48.6,HFET
305814:6343,728:728,10/28/17 10:26:58,STABLE BEAMS,6500,12725.085,12291.616,48.5,HFET
305814:6343,729:729,10/28/17 10:27:21,STABLE BEAMS,6500,12715.050,12289.745,48.5,HFET
305814:6343,730:730,10/28/17 10:27:44,STABLE BEAMS,6500,12707.303,12298.149,48.4,HFET
305814:6343,731:731,10/28/17 10:28:08,STABLE BEAMS,6500,12696.267,12289.848,48.4,HFET
305814:6343,732:732,10/28/17 10:28:31,STABLE BEAMS,6500,12689.768,12287.437,48.4,HFET
305814:6343,733:733,10/28/17 10:28:54,STABLE BEAMS,6500,12679.450,12272.229,48.4,HFET
305814:6343,734:734,10/28/17 10:29:17,STABLE BEAMS,6500,12670.068,12274.524,48.3,HFET
305814:6343,735:735,10/28/17 10:29:41,STABLE BEAMS,6500,12657.594,12262.163,48.3,HFET
305814:6343,736:736,10/28/17 10:30:04,STABLE BEAMS,6500,12649.813,12221.509,48.2,HFET
305814:6343,737:737,10/28/17 10:30:27,STABLE BEAMS,6500,12644.087,12196.688,48.2,HFET
305814:6343,738:738,10/28/17 10:30:51,STABLE BEAMS,6500,12630.685,12206.143,48.2,HFET
305814:6343,739:739,10/28/17 10:31:14,STABLE BEAMS,6500,12622.400,12198.564,48.1,HFET
305814:6343,740:740,10/28/17 10:31:37,STABLE BEAMS,6500,12614.450,12196.893,48.1,HFET
305814:6343,741:741,10/28/17 10:32:01,STABLE BEAMS,6500,12605.887,12175.172,48.1,HFET
305814:6343,742:742,10/28/17 10:32:24,STABLE BEAMS,6500,12594.580,12176.706,48.0,HFET
305814:6343,743:743,10/28/17 10:32:47,STABLE BEAMS,6500,12587.105,12176.566,48.0,HFET
305814:6343,744:744,10/28/17 10:33:11,STABLE BEAMS,6500,12578.286,12164.767,48.0,HFET
305814:6343,745:745,10/28/17 10:33:34,STABLE BEAMS,6500,12571.313,12156.243,47.9,HFET
305814:6343,746:746,10/28/17 10:33:57,STABLE BEAMS,6500,12561.930,11970.136,47.9,HFET
305814:6343,747:747,10/28/17 10:34:21,STABLE BEAMS,6500,12552.192,12137.163,47.9,HFET
305814:6343,748:748,10/28/17 10:34:44,STABLE BEAMS,6500,12544.197,12153.682,47.8,HFET
305814:6343,749:749,10/28/17 10:35:07,STABLE BEAMS,6500,12536.009,12132.060,47.8,HFET
305814:6343,750:750,10/28/17 10:35:30,STABLE BEAMS,6500,12528.868,12129.376,47.8,HFET
305814:6343,751:751,10/28/17 10:35:54,STABLE BEAMS,6500,12520.724,12100.830,47.8,HFET
305814:6343,752:752,10/28/17 10:36:17,STABLE BEAMS,6500,12508.831,12111.736,47.7,HFET
305814:6343,753:753,10/28/17 10:36:40,STABLE BEAMS,6500,12498.067,12084.105,47.7,HFET
305814:6343,754:754,10/28/17 10:37:04,STABLE BEAMS,6500,12490.828,12097.718,47.6,HFET
305814:6343,755:755,10/28/17 10:37:27,STABLE BEAMS,6500,12475.801,12088.002,47.6,HFET
305814:6343,756:756,10/28/17 10:37:50,STABLE BEAMS,6500,12465.797,12086.981,47.5,HFET
305814:6343,757:757,10/28/17 10:38:14,STABLE BEAMS,6500,12458.408,11256.954,47.5,HFET
305814:6343,758:758,10/28/17 10:38:37,STABLE BEAMS,6500,12450.010,3921.927,47.5,HFET
305814:6343,759:759,10/28/17 10:39:00,STABLE BEAMS,6500,12445.945,12065.113,47.4,HFET
305814:6343,760:760,10/28/17 10:39:24,STABLE BEAMS,6500,12441.979,11370.085,47.5,HFET
305814:6343,761:761,10/28/17 10:39:47,STABLE BEAMS,6500,12432.925,7850.782,47.4,HFET
305814:6343,762:762,10/28/17 10:40:10,STABLE BEAMS,6500,12426.340,12050.972,47.4,HFET
305814:6343,763:763,10/28/17 10:40:34,STABLE BEAMS,6500,12429.712,12053.925,47.4,HFET
305814:6343,764:764,10/28/17 10:40:57,STABLE BEAMS,6500,12408.280,12037.217,47.3,HFET
305814:6343,765:765,10/28/17 10:41:20,STABLE BEAMS,6500,12414.812,12021.422,47.3,HFET
305814:6343,766:766,10/28/17 10:41:43,STABLE BEAMS,6500,12407.322,12030.034,47.3,HFET
305814:6343,767:767,10/28/17 10:42:07,STABLE BEAMS,6500,12405.141,12028.923,47.3,HFET
305814:6343,768:768,10/28/17 10:42:30,STABLE BEAMS,6500,12386.717,11998.932,47.2,HFET
305814:6343,769:769,10/28/17 10:42:53,STABLE BEAMS,6500,12385.483,12023.646,47.2,HFET
305814:6343,770:770,10/28/17 10:43:17,STABLE BEAMS,6500,12369.130,12029.623,47.2,HFET
305814:6343,771:771,10/28/17 10:43:40,STABLE BEAMS,6500,12360.565,12023.534,47.2,HFET
305814:6343,772:772,10/28/17 10:44:03,STABLE BEAMS,6500,12353.870,11830.857,47.1,HFET
305814:6343,773:773,10/28/17 10:44:27,STABLE BEAMS,6500,12346.022,11987.240,47.1,HFET
305814:6343,774:774,10/28/17 10:44:50,STABLE BEAMS,6500,12339.803,11814.126,47.0,HFET
305814:6343,775:775,10/28/17 10:45:13,STABLE BEAMS,6500,12326.771,11822.945,47.0,HFET
305814:6343,776:776,10/28/17 10:45:37,STABLE BEAMS,6500,12315.946,11983.069,47.0,HFET
305814:6343,777:777,10/28/17 10:46:00,STABLE BEAMS,6500,12302.291,11968.837,46.9,HFET
305814:6343,778:778,10/28/17 10:46:23,STABLE BEAMS,6500,12296.729,11969.212,46.9,HFET
305814:6343,779:779,10/28/17 10:46:47,STABLE BEAMS,6500,12293.313,11758.153,46.9,HFET
305814:6343,780:780,10/28/17 10:47:10,STABLE BEAMS,6500,12285.247,11641.489,46.8,HFET
305814:6343,781:781,10/28/17 10:47:33,STABLE BEAMS,6500,12278.085,11646.273,46.8,HFET
305814:6343,782:782,10/28/17 10:47:56,STABLE BEAMS,6500,12273.034,11645.114,46.8,HFET
305814:6343,783:783,10/28/17 10:48:20,STABLE BEAMS,6500,12264.275,11612.035,46.8,HFET
305814:6343,784:784,10/28/17 10:48:43,STABLE BEAMS,6500,12255.118,11624.858,46.7,HFET
305814:6343,785:785,10/28/17 10:49:06,STABLE BEAMS,6500,12240.944,11597.045,46.7,HFET
305814:6343,786:786,10/28/17 10:49:30,STABLE BEAMS,6500,12239.631,11460.522,46.7,HFET
305814:6343,787:787,10/28/17 10:49:53,STABLE BEAMS,6500,12227.732,11450.374,46.6,HFET
305814:6343,788:788,10/28/17 10:50:16,STABLE BEAMS,6500,12222.487,11613.958,46.6,HFET
305814:6343,789:789,10/28/17 10:50:40,STABLE BEAMS,6500,12213.437,11600.287,46.6,HFET
305814:6343,790:790,10/28/17 10:51:03,STABLE BEAMS,6500,12199.563,11592.856,46.5,HFET
305814:6343,791:791,10/28/17 10:51:26,STABLE BEAMS,6500,12196.932,11631.231,46.5,HFET
305814:6343,792:792,10/28/17 10:51:50,STABLE BEAMS,6500,12186.827,11586.005,46.5,HFET
305814:6343,793:793,10/28/17 10:52:13,STABLE BEAMS,6500,12179.477,11587.402,46.5,HFET
305814:6343,794:794,10/28/17 10:52:36,STABLE BEAMS,6500,12168.799,11584.726,46.4,HFET
305814:6343,795:795,10/28/17 10:52:59,STABLE BEAMS,6500,12158.832,11574.228,46.4,HFET
305814:6343,796:796,10/28/17 10:53:23,STABLE BEAMS,6500,12147.692,11404.116,46.3,HFET
305814:6343,797:797,10/28/17 10:53:46,STABLE BEAMS,6500,12140.553,11556.809,46.3,HFET
305814:6343,798:798,10/28/17 10:54:09,STABLE BEAMS,6500,12134.862,11564.786,46.3,HFET
305814:6343,799:799,10/28/17 10:54:33,STABLE BEAMS,6500,12129.300,11570.922,46.2,HFET
305814:6343,800:800,10/28/17 10:54:56,STABLE BEAMS,6500,12120.207,11557.723,46.2,HFET
305814:6343,801:801,10/28/17 10:55:19,STABLE BEAMS,6500,12112.917,11546.130,46.2,HFET
305814:6343,802:802,10/28/17 10:55:43,STABLE BEAMS,6500,12104.117,11559.831,46.2,HFET
305814:6343,803:803,10/28/17 10:56:06,STABLE BEAMS,6500,12092.779,11559.133,46.1,HFET
305814:6343,804:804,10/28/17 10:56:29,STABLE BEAMS,6500,12082.345,7774.021,46.1,HFET
305814:6343,805:805,10/28/17 10:56:53,STABLE BEAMS,6500,12072.121,9293.289,46.0,HFET
305814:6343,806:806,10/28/17 10:57:16,STABLE BEAMS,6500,12069.860,11548.019,46.0,HFET
305814:6343,807:807,10/28/17 10:57:39,STABLE BEAMS,6500,12060.109,11589.035,46.0,HFET
305814:6343,808:808,10/28/17 10:58:03,STABLE BEAMS,6500,12053.356,11583.963,46.0,HFET
305814:6343,809:809,10/28/17 10:58:26,STABLE BEAMS,6500,12050.212,11577.832,45.9,HFET
305814:6343,810:810,10/28/17 10:58:49,STABLE BEAMS,6500,12041.047,11565.478,45.9,HFET
305814:6343,811:811,10/28/17 10:59:12,STABLE BEAMS,6500,12030.235,11563.183,45.9,HFET
305814:6343,812:812,10/28/17 10:59:36,STABLE BEAMS,6500,12019.186,11558.213,45.8,HFET
305814:6343,813:813,10/28/17 10:59:59,STABLE BEAMS,6500,12014.695,11560.511,45.8,HFET
305814:6343,814:814,10/28/17 11:00:22,STABLE BEAMS,6500,12005.673,11385.907,45.8,HFET
305814:6343,815:815,10/28/17 11:00:46,STABLE BEAMS,6500,11998.882,11545.258,45.8,HFET
305814:6343,816:816,10/28/17 11:01:09,STABLE BEAMS,6500,11990.086,11532.672,45.7,HFET
305814:6343,817:817,10/28/17 11:01:32,STABLE BEAMS,6500,11980.137,11532.198,45.7,HFET
305814:6343,818:818,10/28/17 11:01:56,STABLE BEAMS,6500,11973.316,11522.623,45.7,HFET
305814:6343,819:819,10/28/17 11:02:19,STABLE BEAMS,6500,11968.628,11521.835,45.6,HFET
305814:6343,820:820,10/28/17 11:02:42,STABLE BEAMS,6500,11961.601,11515.326,45.6,HFET
305814:6343,821:821,10/28/17 11:03:06,STABLE BEAMS,6500,11950.322,11338.160,45.6,HFET
305814:6343,822:822,10/28/17 11:03:29,STABLE BEAMS,6500,11941.286,11505.586,45.5,HFET
305814:6343,823:823,10/28/17 11:03:52,STABLE BEAMS,6500,11934.827,11481.432,45.5,HFET
305814:6343,824:824,10/28/17 11:04:16,STABLE BEAMS,6500,11926.326,11496.204,45.5,HFET
305814:6343,825:825,10/28/17 11:04:39,STABLE BEAMS,6500,11918.812,11475.633,45.4,HFET
305814:6343,826:826,10/28/17 11:05:02,STABLE BEAMS,6500,11908.081,11482.120,45.4,HFET
305814:6343,827:827,10/28/17 11:05:25,STABLE BEAMS,6500,11898.101,11473.509,45.4,HFET
305814:6343,828:828,10/28/17 11:05:49,STABLE BEAMS,6500,11893.544,11469.781,45.4,HFET
305814:6343,829:829,10/28/17 11:06:12,STABLE BEAMS,6500,11886.253,11299.899,45.3,HFET
305814:6343,830:830,10/28/17 11:06:35,STABLE BEAMS,6500,11875.764,11457.028,45.3,HFET
305814:6343,831:831,10/28/17 11:06:59,STABLE BEAMS,6500,11865.514,11453.919,45.3,HFET
305814:6343,832:832,10/28/17 11:07:22,STABLE BEAMS,6500,11860.606,11445.683,45.2,HFET
305814:6343,833:833,10/28/17 11:07:45,STABLE BEAMS,6500,11853.679,11443.259,45.2,HFET
305814:6343,834:834,10/28/17 11:08:09,STABLE BEAMS,6500,11845.453,11433.495,45.2,HFET
305814:6343,835:835,10/28/17 11:08:32,STABLE BEAMS,6500,11835.352,11429.744,45.1,HFET
