#Data tag : v1 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(/ub),recorded(/ub),avgpu,source
306777:6396,1272:1272,11/18/17 06:02:08,STABLE BEAMS,2510,3912.116,3800.854,0.8,PLTZERO
306777:6396,1273:1273,11/18/17 06:02:31,STABLE BEAMS,2510,3913.287,3802.149,0.8,PLTZERO
306777:6396,1274:1274,11/18/17 06:02:55,STABLE BEAMS,2510,3912.091,3800.782,0.8,PLTZERO
306777:6396,1275:1275,11/18/17 06:03:18,STABLE BEAMS,2510,3910.991,3799.052,0.8,PLTZERO
306777:6396,1276:1276,11/18/17 06:03:41,STABLE BEAMS,2510,3911.058,3799.959,0.8,PLTZERO
306777:6396,1277:1277,11/18/17 06:04:05,STABLE BEAMS,2510,3909.232,3798.533,0.8,PLTZERO
306777:6396,1278:1278,11/18/17 06:04:28,STABLE BEAMS,2510,3912.383,3801.424,0.8,PLTZERO
306777:6396,1279:1279,11/18/17 06:04:51,STABLE BEAMS,2510,3909.386,3797.530,0.8,PLTZERO
306777:6396,1280:1280,11/18/17 06:05:14,STABLE BEAMS,2510,3906.208,3795.374,0.8,PLTZERO
306777:6396,1281:1281,11/18/17 06:05:38,STABLE BEAMS,2510,3907.905,3792.887,0.8,PLTZERO
306777:6396,1282:1282,11/18/17 06:06:01,STABLE BEAMS,2510,3907.567,3792.044,0.8,PLTZERO
306777:6396,1283:1283,11/18/17 06:06:24,STABLE BEAMS,2510,3903.684,3792.175,0.8,PLTZERO
306777:6396,1284:1284,11/18/17 06:06:48,STABLE BEAMS,2510,3902.428,3787.411,0.8,PLTZERO
306777:6396,1285:1285,11/18/17 06:07:11,STABLE BEAMS,2510,3903.403,3787.931,0.8,PLTZERO
306777:6396,1286:1286,11/18/17 06:07:34,STABLE BEAMS,2510,3902.772,3787.438,0.8,PLTZERO
306777:6396,1287:1287,11/18/17 06:07:58,STABLE BEAMS,2510,3901.786,3786.368,0.8,PLTZERO
306777:6396,1288:1288,11/18/17 06:08:21,STABLE BEAMS,2510,3903.567,3787.967,0.8,PLTZERO
306777:6396,1289:1289,11/18/17 06:08:44,STABLE BEAMS,2510,3898.983,3783.723,0.8,PLTZERO
306777:6396,1290:1290,11/18/17 06:09:08,STABLE BEAMS,2510,3900.907,3786.324,0.8,PLTZERO
306777:6396,1291:1291,11/18/17 06:09:31,STABLE BEAMS,2510,3898.149,3782.923,0.8,PLTZERO
306777:6396,1292:1292,11/18/17 06:09:54,STABLE BEAMS,2510,3898.375,3783.242,0.8,PLTZERO
306777:6396,1293:1293,11/18/17 06:10:18,STABLE BEAMS,2510,3898.633,3778.160,0.8,PLTZERO
306777:6396,1294:1294,11/18/17 06:10:41,STABLE BEAMS,2510,3898.511,3782.154,0.8,PLTZERO
306777:6396,1295:1295,11/18/17 06:11:04,STABLE BEAMS,2510,3896.388,3781.271,0.8,PLTZERO
306777:6396,1296:1296,11/18/17 06:11:27,STABLE BEAMS,2510,3895.527,3780.413,0.8,PLTZERO
306777:6396,1297:1297,11/18/17 06:11:51,STABLE BEAMS,2510,3895.948,3780.747,0.8,PLTZERO
306777:6396,1298:1298,11/18/17 06:12:14,STABLE BEAMS,2510,3891.296,3776.862,0.8,PLTZERO
306777:6396,1299:1299,11/18/17 06:12:37,STABLE BEAMS,2510,3892.444,3777.437,0.8,PLTZERO
306777:6396,1300:1300,11/18/17 06:13:01,STABLE BEAMS,2510,3890.207,3775.770,0.8,PLTZERO
306777:6396,1301:1301,11/18/17 06:13:24,STABLE BEAMS,2510,3890.499,3775.662,0.8,PLTZERO
306777:6396,1302:1302,11/18/17 06:13:47,STABLE BEAMS,2510,3889.094,3774.199,0.8,PLTZERO
306777:6396,1303:1303,11/18/17 06:14:11,STABLE BEAMS,2510,3890.381,3776.448,0.8,PLTZERO
306777:6396,1304:1304,11/18/17 06:14:34,STABLE BEAMS,2510,3891.790,3781.761,0.8,PLTZERO
306777:6396,1305:1305,11/18/17 06:14:57,STABLE BEAMS,2510,3888.376,3778.164,0.8,PLTZERO
306777:6396,1306:1306,11/18/17 06:15:21,STABLE BEAMS,2510,3886.176,3776.161,0.8,PLTZERO
306777:6396,1307:1307,11/18/17 06:15:44,STABLE BEAMS,2510,3886.169,3776.045,0.8,PLTZERO
306777:6396,1308:1308,11/18/17 06:16:07,STABLE BEAMS,2510,3884.692,3774.445,0.8,PLTZERO
306777:6396,1309:1309,11/18/17 06:16:30,STABLE BEAMS,2510,3883.325,3773.341,0.8,PLTZERO
306777:6396,1310:1310,11/18/17 06:16:54,STABLE BEAMS,2510,3885.244,3775.088,0.8,PLTZERO
306777:6396,1311:1311,11/18/17 06:17:17,STABLE BEAMS,2510,3885.884,3775.786,0.8,PLTZERO
306777:6396,1312:1312,11/18/17 06:17:40,STABLE BEAMS,2510,3883.811,3774.387,0.8,PLTZERO
306777:6396,1313:1313,11/18/17 06:18:04,STABLE BEAMS,2510,3882.758,3769.821,0.8,PLTZERO
306777:6396,1314:1314,11/18/17 06:18:27,STABLE BEAMS,2510,3880.572,3766.768,0.8,PLTZERO
306777:6396,1315:1315,11/18/17 06:18:50,STABLE BEAMS,2510,3881.192,3713.332,0.8,PLTZERO
306777:6396,1316:1316,11/18/17 06:19:14,STABLE BEAMS,2510,3879.989,3765.804,0.8,PLTZERO
306777:6396,1317:1317,11/18/17 06:19:37,STABLE BEAMS,2510,3879.578,3765.168,0.8,PLTZERO
306777:6396,1318:1318,11/18/17 06:20:00,STABLE BEAMS,2510,3880.062,3765.185,0.8,PLTZERO
306777:6396,1319:1319,11/18/17 06:20:24,STABLE BEAMS,2510,3879.301,3765.063,0.8,PLTZERO
306777:6396,1320:1320,11/18/17 06:20:47,STABLE BEAMS,2510,3877.101,3762.582,0.8,PLTZERO
306777:6396,1321:1321,11/18/17 06:21:10,STABLE BEAMS,2510,3879.215,3765.157,0.8,PLTZERO
306777:6396,1322:1322,11/18/17 06:21:34,STABLE BEAMS,2510,3877.222,3763.441,0.8,PLTZERO
306777:6396,1323:1323,11/18/17 06:21:57,STABLE BEAMS,2510,3877.721,3762.703,0.8,PLTZERO
306777:6396,1324:1324,11/18/17 06:22:20,STABLE BEAMS,2510,3876.600,3762.101,0.8,PLTZERO
306777:6396,1325:1325,11/18/17 06:22:43,STABLE BEAMS,2510,3873.501,3763.651,0.8,PLTZERO
306777:6396,1326:1326,11/18/17 06:23:07,STABLE BEAMS,2510,3872.314,3759.119,0.8,PLTZERO
306777:6396,1327:1327,11/18/17 06:23:30,STABLE BEAMS,2510,3873.121,3758.930,0.8,PLTZERO
306777:6396,1328:1328,11/18/17 06:23:53,STABLE BEAMS,2510,3873.730,3759.549,0.8,PLTZERO
306777:6396,1329:1329,11/18/17 06:24:17,STABLE BEAMS,2510,3872.725,3759.211,0.8,PLTZERO
306777:6396,1330:1330,11/18/17 06:24:40,STABLE BEAMS,2510,3870.566,3757.108,0.8,PLTZERO
306777:6396,1331:1331,11/18/17 06:25:03,STABLE BEAMS,2510,3868.932,3754.793,0.8,PLTZERO
306777:6396,1332:1332,11/18/17 06:25:27,STABLE BEAMS,2510,3869.798,3750.414,0.8,PLTZERO
306777:6396,1333:1333,11/18/17 06:25:50,STABLE BEAMS,2510,3870.173,3756.837,0.8,PLTZERO
306777:6396,1334:1334,11/18/17 06:26:13,STABLE BEAMS,2510,3869.388,3755.320,0.8,PLTZERO
306777:6396,1335:1335,11/18/17 06:26:37,STABLE BEAMS,2510,3869.630,3756.504,0.8,PLTZERO
306777:6396,1336:1336,11/18/17 06:27:00,STABLE BEAMS,2510,3867.156,3753.867,0.8,PLTZERO
306777:6396,1337:1337,11/18/17 06:27:23,STABLE BEAMS,2510,3866.208,3753.098,0.8,PLTZERO
306777:6396,1338:1338,11/18/17 06:27:47,STABLE BEAMS,2510,3868.404,3754.946,0.8,PLTZERO
306777:6396,1339:1339,11/18/17 06:28:10,STABLE BEAMS,2510,3864.155,3750.814,0.8,PLTZERO
306777:6396,1340:1340,11/18/17 06:28:33,STABLE BEAMS,2510,3863.739,3749.586,0.8,PLTZERO
306777:6396,1341:1341,11/18/17 06:28:56,STABLE BEAMS,2510,3863.767,3750.174,0.8,PLTZERO
306777:6396,1342:1342,11/18/17 06:29:20,STABLE BEAMS,2510,3864.270,3750.704,0.8,PLTZERO
306777:6396,1343:1343,11/18/17 06:29:43,STABLE BEAMS,2510,3863.173,3750.332,0.8,PLTZERO
306777:6396,1344:1344,11/18/17 06:30:06,STABLE BEAMS,2510,3859.700,3746.327,0.8,PLTZERO
306777:6396,1345:1345,11/18/17 06:30:30,STABLE BEAMS,2510,3859.120,3747.185,0.8,PLTZERO
306777:6396,1346:1346,11/18/17 06:30:53,STABLE BEAMS,2510,3859.523,3750.340,0.8,PLTZERO
306777:6396,1347:1347,11/18/17 06:31:16,STABLE BEAMS,2510,3858.440,3750.170,0.8,PLTZERO
306777:6396,1348:1348,11/18/17 06:31:40,STABLE BEAMS,2510,3858.370,3749.700,0.8,PLTZERO
306777:6396,1349:1349,11/18/17 06:32:03,STABLE BEAMS,2510,3855.657,3747.288,0.8,PLTZERO
306777:6396,1350:1350,11/18/17 06:32:26,STABLE BEAMS,2510,3856.835,3747.781,0.8,PLTZERO
306777:6396,1351:1351,11/18/17 06:32:50,STABLE BEAMS,2510,3856.857,3748.654,0.8,PLTZERO
306777:6396,1352:1352,11/18/17 06:33:13,STABLE BEAMS,2510,3853.548,3745.295,0.8,PLTZERO
306777:6396,1353:1353,11/18/17 06:33:36,STABLE BEAMS,2510,3853.399,3745.073,0.8,PLTZERO
306777:6396,1354:1354,11/18/17 06:33:59,STABLE BEAMS,2510,3852.664,3743.927,0.8,PLTZERO
306777:6396,1355:1355,11/18/17 06:34:23,STABLE BEAMS,2510,3852.933,3741.458,0.8,PLTZERO
306777:6396,1356:1356,11/18/17 06:34:46,STABLE BEAMS,2510,3852.962,3740.273,0.8,PLTZERO
306777:6396,1357:1357,11/18/17 06:35:09,STABLE BEAMS,2510,3851.017,3739.245,0.8,PLTZERO
306777:6396,1358:1358,11/18/17 06:35:33,STABLE BEAMS,2510,3850.324,3738.776,0.8,PLTZERO
306777:6396,1359:1359,11/18/17 06:35:56,STABLE BEAMS,2510,3852.982,3740.074,0.8,PLTZERO
306777:6396,1360:1360,11/18/17 06:36:19,STABLE BEAMS,2510,3849.519,3737.376,0.8,PLTZERO
306777:6396,1361:1361,11/18/17 06:36:43,STABLE BEAMS,2510,3846.515,3734.587,0.8,PLTZERO
306777:6396,1362:1362,11/18/17 06:37:06,STABLE BEAMS,2510,3845.968,3733.970,0.8,PLTZERO
306777:6396,1363:1363,11/18/17 06:37:29,STABLE BEAMS,2510,3845.667,3733.767,0.8,PLTZERO
306777:6396,1364:1364,11/18/17 06:37:53,STABLE BEAMS,2510,3844.346,3733.358,0.8,PLTZERO
306777:6396,1365:1365,11/18/17 06:38:16,STABLE BEAMS,2510,3844.354,3733.180,0.8,PLTZERO
306777:6396,1366:1366,11/18/17 06:38:39,STABLE BEAMS,2510,3845.725,3737.707,0.8,PLTZERO
306777:6396,1367:1367,11/18/17 06:39:03,STABLE BEAMS,2510,3843.580,3735.880,0.8,PLTZERO
306777:6396,1368:1368,11/18/17 06:39:26,STABLE BEAMS,2510,3843.062,3735.408,0.8,PLTZERO
306777:6396,1369:1369,11/18/17 06:39:49,STABLE BEAMS,2510,3840.302,3732.722,0.8,PLTZERO
306777:6396,1370:1370,11/18/17 06:40:12,STABLE BEAMS,2510,3842.806,3735.035,0.8,PLTZERO
306777:6396,1371:1371,11/18/17 06:40:36,STABLE BEAMS,2510,3843.016,3735.051,0.8,PLTZERO
306777:6396,1372:1372,11/18/17 06:40:59,STABLE BEAMS,2510,3839.057,3731.941,0.8,PLTZERO
306777:6396,1373:1373,11/18/17 06:41:22,STABLE BEAMS,2510,3840.029,3732.697,0.8,PLTZERO
306777:6396,1374:1374,11/18/17 06:41:46,STABLE BEAMS,2510,3838.124,3730.660,0.8,PLTZERO
306777:6396,1375:1375,11/18/17 06:42:09,STABLE BEAMS,2510,3839.984,3732.752,0.8,PLTZERO
306777:6396,1376:1376,11/18/17 06:42:32,STABLE BEAMS,2510,3838.333,3730.908,0.8,PLTZERO
306777:6396,1377:1377,11/18/17 06:42:56,STABLE BEAMS,2510,3835.537,3728.169,0.8,PLTZERO
306777:6396,1378:1378,11/18/17 06:43:19,STABLE BEAMS,2510,3834.375,3726.860,0.8,PLTZERO
306777:6396,1379:1379,11/18/17 06:43:42,STABLE BEAMS,2510,3834.435,3727.085,0.8,PLTZERO
306777:6396,1380:1380,11/18/17 06:44:06,STABLE BEAMS,2510,3834.492,3727.551,0.8,PLTZERO
306777:6396,1381:1381,11/18/17 06:44:29,STABLE BEAMS,2510,3832.070,3724.587,0.8,PLTZERO
306777:6396,1382:1382,11/18/17 06:44:52,STABLE BEAMS,2510,3834.113,3726.660,0.8,PLTZERO
306777:6396,1383:1383,11/18/17 06:45:16,STABLE BEAMS,2510,3832.290,3725.118,0.8,PLTZERO
306777:6396,1384:1384,11/18/17 06:45:39,STABLE BEAMS,2510,3829.980,3722.322,0.8,PLTZERO
306777:6396,1385:1385,11/18/17 06:46:02,STABLE BEAMS,2510,3830.465,3723.839,0.8,PLTZERO
306777:6396,1386:1386,11/18/17 06:46:25,STABLE BEAMS,2510,3827.893,3721.013,0.8,PLTZERO
306777:6396,1387:1387,11/18/17 06:46:49,STABLE BEAMS,2510,3827.294,3720.201,0.8,PLTZERO
306777:6396,1388:1388,11/18/17 06:47:12,STABLE BEAMS,2510,3828.846,3721.459,0.8,PLTZERO
306777:6396,1389:1389,11/18/17 06:47:35,STABLE BEAMS,2510,3828.566,3720.465,0.8,PLTZERO
306777:6396,1390:1390,11/18/17 06:47:59,STABLE BEAMS,2510,3827.655,3720.201,0.8,PLTZERO
306777:6396,1391:1391,11/18/17 06:48:22,STABLE BEAMS,2510,3826.136,3718.971,0.8,PLTZERO
306777:6396,1392:1392,11/18/17 06:48:45,STABLE BEAMS,2510,3824.581,3717.775,0.8,PLTZERO
306777:6396,1393:1393,11/18/17 06:49:09,STABLE BEAMS,2510,3826.149,3666.191,0.8,PLTZERO
306777:6396,1394:1394,11/18/17 06:49:32,STABLE BEAMS,2510,3826.324,3719.577,0.8,PLTZERO
306777:6396,1395:1395,11/18/17 06:49:55,STABLE BEAMS,2510,3823.515,3717.103,0.8,PLTZERO
306777:6396,1396:1396,11/18/17 06:50:19,STABLE BEAMS,2510,3821.925,3714.354,0.8,PLTZERO
306777:6396,1397:1397,11/18/17 06:50:42,STABLE BEAMS,2510,3824.099,3709.744,0.8,PLTZERO
306777:6396,1398:1398,11/18/17 06:51:05,STABLE BEAMS,2510,3822.266,3711.282,0.8,PLTZERO
306777:6396,1399:1399,11/18/17 06:51:28,STABLE BEAMS,2510,3820.935,3712.676,0.8,PLTZERO
306777:6396,1400:1400,11/18/17 06:51:52,STABLE BEAMS,2510,3820.937,3705.737,0.8,PLTZERO
306777:6396,1401:1401,11/18/17 06:52:15,STABLE BEAMS,2510,3820.654,3708.915,0.8,PLTZERO
306777:6396,1402:1402,11/18/17 06:52:38,STABLE BEAMS,2510,3818.342,3707.625,0.8,PLTZERO
306777:6396,1403:1403,11/18/17 06:53:02,STABLE BEAMS,2510,3818.238,3707.741,0.8,PLTZERO
306777:6396,1404:1404,11/18/17 06:53:25,STABLE BEAMS,2510,3816.628,3705.826,0.8,PLTZERO
306777:6396,1405:1405,11/18/17 06:53:48,STABLE BEAMS,2510,3814.311,3703.323,0.8,PLTZERO
306777:6396,1406:1406,11/18/17 06:54:12,STABLE BEAMS,2510,3816.295,3705.632,0.8,PLTZERO
306777:6396,1407:1407,11/18/17 06:54:35,STABLE BEAMS,2510,3813.627,3703.206,0.8,PLTZERO
306777:6396,1408:1408,11/18/17 06:54:58,STABLE BEAMS,2510,3814.231,3703.609,0.8,PLTZERO
306777:6396,1409:1409,11/18/17 06:55:22,STABLE BEAMS,2510,3814.849,3704.474,0.8,PLTZERO
306777:6396,1410:1410,11/18/17 06:55:45,STABLE BEAMS,2510,3814.891,3704.159,0.8,PLTZERO
306777:6396,1411:1411,11/18/17 06:56:08,STABLE BEAMS,2510,3811.913,3701.340,0.8,PLTZERO
306777:6396,1412:1412,11/18/17 06:56:32,STABLE BEAMS,2510,3814.455,3704.091,0.8,PLTZERO
306777:6396,1413:1413,11/18/17 06:56:55,STABLE BEAMS,2510,3811.206,3700.402,0.8,PLTZERO
306777:6396,1414:1414,11/18/17 06:57:18,STABLE BEAMS,2510,3810.155,3699.045,0.8,PLTZERO
306777:6396,1415:1415,11/18/17 06:57:41,STABLE BEAMS,2510,3812.170,3701.771,0.8,PLTZERO
306777:6396,1416:1416,11/18/17 06:58:05,STABLE BEAMS,2510,3812.280,3701.372,0.8,PLTZERO
306777:6396,1417:1417,11/18/17 06:58:28,STABLE BEAMS,2510,3807.768,3697.098,0.8,PLTZERO
306777:6396,1418:1418,11/18/17 06:58:51,STABLE BEAMS,2510,3807.013,3697.101,0.8,PLTZERO
306777:6396,1419:1419,11/18/17 06:59:15,STABLE BEAMS,2510,3808.072,3698.071,0.8,PLTZERO
306777:6396,1420:1420,11/18/17 06:59:38,STABLE BEAMS,2510,3806.840,3700.482,0.8,PLTZERO
306777:6396,1421:1421,11/18/17 07:00:01,STABLE BEAMS,2510,3803.559,3697.689,0.8,PLTZERO
306777:6396,1422:1422,11/18/17 07:00:25,STABLE BEAMS,2510,3805.503,3699.740,0.8,PLTZERO
306777:6396,1423:1423,11/18/17 07:00:48,STABLE BEAMS,2510,3806.258,3700.195,0.8,PLTZERO
306777:6396,1424:1424,11/18/17 07:01:11,STABLE BEAMS,2510,3802.477,3696.178,0.8,PLTZERO
306777:6396,1425:1425,11/18/17 07:01:35,STABLE BEAMS,2510,3803.232,3697.032,0.8,PLTZERO
306777:6396,1426:1426,11/18/17 07:01:58,STABLE BEAMS,2510,3803.245,3697.339,0.8,PLTZERO
306777:6396,1427:1427,11/18/17 07:02:21,STABLE BEAMS,2510,3801.489,3695.860,0.8,PLTZERO
306777:6396,1428:1428,11/18/17 07:02:45,STABLE BEAMS,2510,3800.587,3694.677,0.8,PLTZERO
306777:6396,1429:1429,11/18/17 07:03:08,STABLE BEAMS,2510,3800.143,3692.428,0.8,PLTZERO
306777:6396,1430:1430,11/18/17 07:03:31,STABLE BEAMS,2510,3799.742,3690.415,0.8,PLTZERO
306777:6396,1431:1431,11/18/17 07:03:54,STABLE BEAMS,2510,3799.041,3689.037,0.8,PLTZERO
306777:6396,1432:1432,11/18/17 07:04:18,STABLE BEAMS,2510,3801.177,3691.015,0.8,PLTZERO
306777:6396,1433:1433,11/18/17 07:04:41,STABLE BEAMS,2510,3798.130,3688.705,0.8,PLTZERO
306777:6396,1434:1434,11/18/17 07:05:04,STABLE BEAMS,2510,3797.394,3687.450,0.8,PLTZERO
306777:6396,1435:1435,11/18/17 07:05:28,STABLE BEAMS,2510,3796.733,3686.773,0.8,PLTZERO
306777:6396,1436:1436,11/18/17 07:05:51,STABLE BEAMS,2510,3794.490,3684.356,0.7,PLTZERO
306777:6396,1437:1437,11/18/17 07:06:14,STABLE BEAMS,2510,3795.143,3685.583,0.8,PLTZERO
306777:6396,1438:1438,11/18/17 07:06:38,STABLE BEAMS,2510,3794.153,3685.297,0.8,PLTZERO
306777:6396,1439:1439,11/18/17 07:07:01,STABLE BEAMS,2510,3793.492,3684.162,0.7,PLTZERO
306777:6396,1440:1440,11/18/17 07:07:24,STABLE BEAMS,2510,3791.509,3682.149,0.7,PLTZERO
306777:6396,1441:1441,11/18/17 07:07:48,STABLE BEAMS,2510,3791.006,3684.937,0.7,PLTZERO
306777:6396,1442:1442,11/18/17 07:08:11,STABLE BEAMS,2510,3792.070,3682.635,0.8,PLTZERO
306777:6396,1443:1443,11/18/17 07:08:34,STABLE BEAMS,2510,3791.670,3682.650,0.8,PLTZERO
306777:6396,1444:1444,11/18/17 07:08:57,STABLE BEAMS,2510,3789.193,3680.291,0.7,PLTZERO
306777:6396,1445:1445,11/18/17 07:09:21,STABLE BEAMS,2510,3788.882,3679.660,0.7,PLTZERO
306777:6396,1446:1446,11/18/17 07:09:44,STABLE BEAMS,2510,3789.578,3680.147,0.7,PLTZERO
306777:6396,1447:1447,11/18/17 07:10:07,STABLE BEAMS,2510,3789.516,3680.240,0.7,PLTZERO
306777:6396,1448:1448,11/18/17 07:10:31,STABLE BEAMS,2510,3787.263,3678.541,0.7,PLTZERO
306777:6396,1449:1449,11/18/17 07:10:54,STABLE BEAMS,2510,3786.416,3676.792,0.7,PLTZERO
306777:6396,1450:1450,11/18/17 07:11:17,STABLE BEAMS,2510,3788.517,3679.803,0.7,PLTZERO
306777:6396,1451:1451,11/18/17 07:11:41,STABLE BEAMS,2510,3788.991,3680.104,0.7,PLTZERO
306777:6396,1452:1452,11/18/17 07:12:04,STABLE BEAMS,2510,3784.887,3675.977,0.7,PLTZERO
306777:6396,1453:1453,11/18/17 07:12:27,STABLE BEAMS,2510,3783.076,3669.241,0.7,PLTZERO
306777:6396,1454:1454,11/18/17 07:12:51,STABLE BEAMS,2510,3783.678,3675.218,0.7,PLTZERO
306777:6396,1455:1455,11/18/17 07:13:14,STABLE BEAMS,2510,3784.184,3674.906,0.7,PLTZERO
306777:6396,1456:1456,11/18/17 07:13:37,STABLE BEAMS,2510,3783.194,3674.184,0.7,PLTZERO
306777:6396,1457:1457,11/18/17 07:14:01,STABLE BEAMS,2510,3781.782,3667.487,0.7,PLTZERO
306777:6396,1458:1458,11/18/17 07:14:24,STABLE BEAMS,2510,3779.763,3669.824,0.7,PLTZERO
306777:6396,1459:1459,11/18/17 07:14:47,STABLE BEAMS,2510,3781.447,3672.375,0.7,PLTZERO
306777:6396,1460:1460,11/18/17 07:15:10,STABLE BEAMS,2510,3777.750,3669.084,0.7,PLTZERO
306777:6396,1461:1461,11/18/17 07:15:34,STABLE BEAMS,2510,3777.610,3669.182,0.7,PLTZERO
306777:6396,1462:1462,11/18/17 07:15:57,STABLE BEAMS,2510,3779.602,3674.781,0.7,PLTZERO
306777:6396,1463:1463,11/18/17 07:16:20,STABLE BEAMS,2510,3776.493,3671.661,0.7,PLTZERO
306777:6396,1464:1464,11/18/17 07:16:44,STABLE BEAMS,2510,3779.095,3674.633,0.7,PLTZERO
306777:6396,1465:1465,11/18/17 07:17:07,STABLE BEAMS,2510,3773.950,3669.187,0.7,PLTZERO
306777:6396,1466:1466,11/18/17 07:17:30,STABLE BEAMS,2510,3774.783,3669.766,0.7,PLTZERO
306777:6396,1467:1467,11/18/17 07:17:54,STABLE BEAMS,2510,3772.783,3668.294,0.7,PLTZERO
306777:6396,1468:1468,11/18/17 07:18:17,STABLE BEAMS,2510,3774.489,3670.270,0.7,PLTZERO
306777:6396,1469:1469,11/18/17 07:18:40,STABLE BEAMS,2510,3771.600,3667.530,0.7,PLTZERO
306777:6396,1470:1470,11/18/17 07:19:04,STABLE BEAMS,2510,3773.929,3617.037,0.7,PLTZERO
306777:6396,1471:1471,11/18/17 07:19:27,STABLE BEAMS,2510,3773.235,3667.131,0.7,PLTZERO
306777:6396,1472:1472,11/18/17 07:19:50,STABLE BEAMS,2510,3772.626,3664.393,0.7,PLTZERO
306777:6396,1473:1473,11/18/17 07:20:14,STABLE BEAMS,2510,3769.001,3661.160,0.7,PLTZERO
306777:6396,1474:1474,11/18/17 07:20:37,STABLE BEAMS,2510,3767.281,3659.580,0.7,PLTZERO
306777:6396,1475:1475,11/18/17 07:21:00,STABLE BEAMS,2510,3768.274,3660.576,0.7,PLTZERO
306777:6396,1476:1476,11/18/17 07:21:23,STABLE BEAMS,2510,3767.175,3659.526,0.7,PLTZERO
306777:6396,1477:1477,11/18/17 07:21:47,STABLE BEAMS,2510,3765.514,3658.131,0.7,PLTZERO
306777:6396,1478:1478,11/18/17 07:22:10,STABLE BEAMS,2510,3767.744,3659.216,0.7,PLTZERO
306777:6396,1479:1479,11/18/17 07:22:33,STABLE BEAMS,2510,3764.734,3657.195,0.7,PLTZERO
306777:6396,1480:1480,11/18/17 07:22:57,STABLE BEAMS,2510,3767.141,3659.993,0.7,PLTZERO
306777:6396,1481:1481,11/18/17 07:23:20,STABLE BEAMS,2510,3766.900,3658.567,0.7,PLTZERO
306777:6396,1482:1482,11/18/17 07:23:43,STABLE BEAMS,2510,3764.270,3660.133,0.7,PLTZERO
306777:6396,1483:1483,11/18/17 07:24:07,STABLE BEAMS,2510,3763.094,3659.206,0.7,PLTZERO
306777:6396,1484:1484,11/18/17 07:24:30,STABLE BEAMS,2510,3765.086,3660.885,0.7,PLTZERO
306777:6396,1485:1485,11/18/17 07:24:53,STABLE BEAMS,2510,3760.569,3656.748,0.7,PLTZERO
306777:6396,1486:1486,11/18/17 07:25:17,STABLE BEAMS,2510,3762.246,3658.698,0.7,PLTZERO
306777:6396,1487:1487,11/18/17 07:25:40,STABLE BEAMS,2510,3760.082,3656.003,0.7,PLTZERO
306777:6396,1488:1488,11/18/17 07:26:03,STABLE BEAMS,2510,3759.757,3656.273,0.7,PLTZERO
306777:6396,1489:1489,11/18/17 07:26:26,STABLE BEAMS,2510,3759.880,3650.302,0.7,PLTZERO
306777:6396,1490:1490,11/18/17 07:26:50,STABLE BEAMS,2510,3758.988,3654.813,0.7,PLTZERO
306777:6396,1491:1491,11/18/17 07:27:13,STABLE BEAMS,2510,3760.101,3656.161,0.7,PLTZERO
306777:6396,1492:1492,11/18/17 07:27:36,STABLE BEAMS,2510,3757.864,3654.197,0.7,PLTZERO
306777:6396,1493:1493,11/18/17 07:28:00,STABLE BEAMS,2510,3758.295,3654.653,0.7,PLTZERO
306777:6396,1494:1494,11/18/17 07:28:23,STABLE BEAMS,2510,3758.474,3654.699,0.7,PLTZERO
306777:6396,1495:1495,11/18/17 07:28:46,STABLE BEAMS,2510,3757.314,3653.519,0.7,PLTZERO
306777:6396,1496:1496,11/18/17 07:29:10,STABLE BEAMS,2510,3755.566,3651.746,0.7,PLTZERO
306777:6396,1497:1497,11/18/17 07:29:33,STABLE BEAMS,2510,3756.797,3653.441,0.7,PLTZERO
306777:6396,1498:1498,11/18/17 07:29:56,STABLE BEAMS,2510,3752.794,3649.356,0.7,PLTZERO
306777:6396,1499:1499,11/18/17 07:30:20,STABLE BEAMS,2510,3755.007,3646.157,0.7,PLTZERO
306777:6396,1500:1500,11/18/17 07:30:43,STABLE BEAMS,2510,3750.511,3646.808,0.7,PLTZERO
306777:6396,1501:1501,11/18/17 07:31:06,STABLE BEAMS,2510,3754.529,3650.440,0.7,PLTZERO
306777:6396,1502:1502,11/18/17 07:31:30,STABLE BEAMS,2510,3753.666,3650.407,0.7,PLTZERO
306777:6396,1503:1503,11/18/17 07:31:53,STABLE BEAMS,2510,3753.971,3650.228,0.7,PLTZERO
306777:6396,1504:1504,11/18/17 07:32:16,STABLE BEAMS,2510,3749.209,3645.812,0.7,PLTZERO
306777:6396,1505:1505,11/18/17 07:32:39,STABLE BEAMS,2510,3749.967,3646.658,0.7,PLTZERO
306777:6396,1506:1506,11/18/17 07:33:03,STABLE BEAMS,2510,3749.418,3646.106,0.7,PLTZERO
306777:6396,1507:1507,11/18/17 07:33:26,STABLE BEAMS,2510,3749.684,3646.177,0.7,PLTZERO
306777:6396,1508:1508,11/18/17 07:33:49,STABLE BEAMS,2510,3748.491,3645.052,0.7,PLTZERO
306777:6396,1509:1509,11/18/17 07:34:13,STABLE BEAMS,2510,3746.093,3643.029,0.7,PLTZERO
306777:6396,1510:1510,11/18/17 07:34:36,STABLE BEAMS,2510,3745.896,3642.563,0.7,PLTZERO
306777:6396,1511:1511,11/18/17 07:34:59,STABLE BEAMS,2510,3746.423,3643.655,0.7,PLTZERO
